datetime,close,high,low,open,position,volume,symbol,symbol_group,asset_class
2017-09-28 00:00:00+00:00,152.11,153.1,151.54,152.72,0,22005500,AAPL,AAPL,STK
2017-09-29 00:00:00+00:00,152.94,152.95,150.84,152.04,0,26299800,AAPL,AAPL,STK
2017-09-30 00:00:00+00:00,152.94,152.94,152.94,152.94,0,0,AAPL,AAPL,STK
2017-10-01 00:00:00+00:00,152.94,152.94,152.94,152.94,0,0,AAPL,AAPL,STK
2017-10-02 00:00:00+00:00,152.64,153.27,151.56,153.08,0,18698800,AAPL,AAPL,STK
2017-10-03 00:00:00+00:00,153.3,153.91,152.74,152.84,0,16230300,AAPL,AAPL,STK
2017-10-04 00:00:00+00:00,152.31,152.69,151.3,152.46,0,20163800,AAPL,AAPL,STK
2017-10-05 00:00:00+00:00,154.2,154.25,152.87,153.0,0,21283800,AAPL,AAPL,STK
2017-10-06 00:00:00+00:00,154.12,154.3,153.38,153.79,0,17407600,AAPL,AAPL,STK
2017-10-07 00:00:00+00:00,154.12,154.12,154.12,154.12,0,0,AAPL,AAPL,STK
2017-10-08 00:00:00+00:00,154.12,154.12,154.12,154.12,0,0,AAPL,AAPL,STK
2017-10-09 00:00:00+00:00,154.65,155.53,154.3,154.62,0,16262900,AAPL,AAPL,STK
2017-10-10 00:00:00+00:00,154.71,156.79,153.92,154.87,0,15617000,AAPL,AAPL,STK
2017-10-11 00:00:00+00:00,155.36,155.78,154.56,154.78,0,16905600,AAPL,AAPL,STK
2017-10-12 00:00:00+00:00,154.81,156.17,154.54,155.16,0,16125100,AAPL,AAPL,STK
2017-10-13 00:00:00+00:00,155.79,156.08,155.22,155.53,0,16394200,AAPL,AAPL,STK
2017-10-14 00:00:00+00:00,155.79,155.79,155.79,155.79,0,0,AAPL,AAPL,STK
2017-10-15 00:00:00+00:00,155.79,155.79,155.79,155.79,0,0,AAPL,AAPL,STK
2017-10-16 00:00:00+00:00,158.66,158.78,156.45,156.7,0,24121500,AAPL,AAPL,STK
2017-10-17 00:00:00+00:00,159.25,159.64,158.02,158.56,0,18997300,AAPL,AAPL,STK
2017-10-18 00:00:00+00:00,158.54,159.48,158.38,159.2,0,16374200,AAPL,AAPL,STK
2017-10-19 00:00:00+00:00,154.79,155.88,153.84,155.55,0,42584200,AAPL,AAPL,STK
2017-10-20 00:00:00+00:00,155.06,156.55,154.77,155.42,0,23974100,AAPL,AAPL,STK
2017-10-21 00:00:00+00:00,155.06,155.06,155.06,155.06,0,0,AAPL,AAPL,STK
2017-10-22 00:00:00+00:00,155.06,155.06,155.06,155.06,0,0,AAPL,AAPL,STK
2017-10-23 00:00:00+00:00,154.98,156.49,154.31,155.69,0,21984300,AAPL,AAPL,STK
2017-10-24 00:00:00+00:00,155.9,156.22,155.01,155.1,0,17757200,AAPL,AAPL,STK
2017-10-25 00:00:00+00:00,155.22,156.35,154.09,155.71,0,21207100,AAPL,AAPL,STK
2017-10-26 00:00:00+00:00,156.21,156.63,155.58,156.03,0,17000500,AAPL,AAPL,STK
2017-10-27 00:00:00+00:00,161.81,162.35,157.49,158.07,0,44454200,AAPL,AAPL,STK
2017-10-28 00:00:00+00:00,161.81,161.81,161.81,161.81,0,0,AAPL,AAPL,STK
2017-10-29 00:00:00+00:00,161.81,161.81,161.81,161.81,0,0,AAPL,AAPL,STK
2017-10-30 00:00:00+00:00,165.45,166.79,162.47,162.64,0,44700800,AAPL,AAPL,STK
2017-10-31 00:00:00+00:00,167.75,168.36,165.67,166.62,0,36046800,AAPL,AAPL,STK
2017-11-01 00:00:00+00:00,165.62,168.64,164.35,168.57,0,33637800,AAPL,AAPL,STK
2017-11-02 00:00:00+00:00,166.83,167.21,164.02,165.33,0,41393400,AAPL,AAPL,STK
2017-11-03 00:00:00+00:00,171.18,172.93,169.81,172.67,0,59398600,AAPL,AAPL,STK
2017-11-04 00:00:00+00:00,171.18,171.18,171.18,171.18,0,0,AAPL,AAPL,STK
2017-11-05 00:00:00+00:00,171.18,171.18,171.18,171.18,0,0,AAPL,AAPL,STK
2017-11-06 00:00:00+00:00,172.92,173.66,170.41,171.06,0,35026300,AAPL,AAPL,STK
2017-11-07 00:00:00+00:00,173.48,173.91,172.28,172.58,0,24361500,AAPL,AAPL,STK
2017-11-08 00:00:00+00:00,174.9,174.9,173.0,173.33,0,24409500,AAPL,AAPL,STK
2017-11-09 00:00:00+00:00,174.54,174.76,171.82,173.77,0,29482600,AAPL,AAPL,STK
2017-11-10 00:00:00+00:00,173.96,174.67,173.56,174.4,0,25145500,AAPL,AAPL,STK
2017-11-11 00:00:00+00:00,173.96,173.96,173.96,173.96,0,0,AAPL,AAPL,STK
2017-11-12 00:00:00+00:00,173.96,173.96,173.96,173.96,0,0,AAPL,AAPL,STK
2017-11-13 00:00:00+00:00,173.26,173.79,172.7,172.8,0,16982100,AAPL,AAPL,STK
2017-11-14 00:00:00+00:00,170.64,172.78,170.48,172.34,0,24782500,AAPL,AAPL,STK
2017-11-15 00:00:00+00:00,168.39,169.63,167.7,169.28,0,29158100,AAPL,AAPL,STK
2017-11-16 00:00:00+00:00,170.41,171.17,169.61,170.48,0,23637500,AAPL,AAPL,STK
2017-11-17 00:00:00+00:00,169.46,170.69,168.95,170.35,0,21899500,AAPL,AAPL,STK
2017-11-18 00:00:00+00:00,169.46,169.46,169.46,169.46,0,0,AAPL,AAPL,STK
2017-11-19 00:00:00+00:00,169.46,169.46,169.46,169.46,0,0,AAPL,AAPL,STK
2017-11-20 00:00:00+00:00,169.29,169.87,168.87,169.6,0,16262400,AAPL,AAPL,STK
2017-11-21 00:00:00+00:00,172.44,172.99,170.09,170.09,0,25131300,AAPL,AAPL,STK
2017-11-22 00:00:00+00:00,174.25,174.29,172.35,172.66,0,25588900,AAPL,AAPL,STK
2017-11-23 00:00:00+00:00,174.25,174.25,174.25,174.25,0,0,AAPL,AAPL,STK
2017-11-24 00:00:00+00:00,174.26,174.79,173.94,174.39,0,14026700,AAPL,AAPL,STK
2017-11-25 00:00:00+00:00,174.26,174.26,174.26,174.26,0,0,AAPL,AAPL,STK
2017-11-26 00:00:00+00:00,174.26,174.26,174.26,174.26,0,0,AAPL,AAPL,STK
2017-11-27 00:00:00+00:00,173.38,174.37,172.64,174.34,0,20716800,AAPL,AAPL,STK
2017-11-28 00:00:00+00:00,172.37,174.16,171.16,173.59,0,26428800,AAPL,AAPL,STK
2017-11-29 00:00:00+00:00,168.79,172.22,166.48,171.93,0,41666400,AAPL,AAPL,STK
2017-11-30 00:00:00+00:00,171.15,171.44,167.76,169.74,0,41527200,AAPL,AAPL,STK
2017-12-01 00:00:00+00:00,170.36,170.97,167.82,169.26,0,39759300,AAPL,AAPL,STK
2017-12-02 00:00:00+00:00,170.36,170.36,170.36,170.36,0,0,AAPL,AAPL,STK
2017-12-03 00:00:00+00:00,170.36,170.36,170.36,170.36,0,0,AAPL,AAPL,STK
2017-12-04 00:00:00+00:00,169.11,171.92,168.94,171.78,0,32542400,AAPL,AAPL,STK
2017-12-05 00:00:00+00:00,168.95,170.82,167.72,168.37,0,27350200,AAPL,AAPL,STK
2017-12-06 00:00:00+00:00,168.32,169.51,165.78,166.82,0,28560000,AAPL,AAPL,STK
2017-12-07 00:00:00+00:00,168.63,169.75,168.22,168.34,0,25673300,AAPL,AAPL,STK
2017-12-08 00:00:00+00:00,168.68,170.31,168.13,169.8,0,23355200,AAPL,AAPL,STK
2017-12-09 00:00:00+00:00,168.68,168.68,168.68,168.68,0,0,AAPL,AAPL,STK
2017-12-10 00:00:00+00:00,168.68,168.68,168.68,168.68,0,0,AAPL,AAPL,STK
2017-12-11 00:00:00+00:00,171.97,172.19,168.1,168.51,0,35273800,AAPL,AAPL,STK
2017-12-12 00:00:00+00:00,171.0,171.69,170.76,171.45,0,19409200,AAPL,AAPL,STK
2017-12-13 00:00:00+00:00,171.57,172.84,171.3,171.8,0,23818400,AAPL,AAPL,STK
2017-12-14 00:00:00+00:00,171.52,172.43,170.95,171.7,0,20476500,AAPL,AAPL,STK
2017-12-15 00:00:00+00:00,173.26,173.46,171.76,172.92,0,40169300,AAPL,AAPL,STK
2017-12-16 00:00:00+00:00,173.26,173.26,173.26,173.26,0,0,AAPL,AAPL,STK
2017-12-17 00:00:00+00:00,173.26,173.26,173.26,173.26,0,0,AAPL,AAPL,STK
2017-12-18 00:00:00+00:00,175.7,176.48,174.15,174.17,0,29421100,AAPL,AAPL,STK
2017-12-19 00:00:00+00:00,173.83,174.68,173.38,174.32,0,27436400,AAPL,AAPL,STK
2017-12-20 00:00:00+00:00,173.64,174.71,172.55,174.16,0,23475600,AAPL,AAPL,STK
2017-12-21 00:00:00+00:00,174.3,175.31,173.39,173.46,0,20949900,AAPL,AAPL,STK
2017-12-22 00:00:00+00:00,174.3,174.71,173.79,173.97,0,16349400,AAPL,AAPL,STK
2017-12-23 00:00:00+00:00,174.3,174.3,174.3,174.3,0,0,AAPL,AAPL,STK
2017-12-24 00:00:00+00:00,174.3,174.3,174.3,174.3,0,0,AAPL,AAPL,STK
2017-12-25 00:00:00+00:00,174.3,174.3,174.3,174.3,0,0,AAPL,AAPL,STK
2017-12-26 00:00:00+00:00,169.88,170.77,168.99,170.11,0,33185500,AAPL,AAPL,STK
2017-12-27 00:00:00+00:00,169.91,170.09,169.02,169.41,0,21498200,AAPL,AAPL,STK
2017-12-28 00:00:00+00:00,170.39,171.15,169.79,170.31,0,16480200,AAPL,AAPL,STK
2017-12-29 00:00:00+00:00,168.54,169.9,168.53,169.83,0,25999900,AAPL,AAPL,STK
2017-12-30 00:00:00+00:00,168.54,168.54,168.54,168.54,0,0,AAPL,AAPL,STK
2017-12-31 00:00:00+00:00,168.54,168.54,168.54,168.54,0,0,AAPL,AAPL,STK
2018-01-01 00:00:00+00:00,168.54,168.54,168.54,168.54,0,0,AAPL,AAPL,STK
2018-01-02 00:00:00+00:00,171.56,171.6,168.57,169.47,0,25555900,AAPL,AAPL,STK
2018-01-03 00:00:00+00:00,171.53,173.84,171.26,171.83,0,29517900,AAPL,AAPL,STK
2018-01-04 00:00:00+00:00,172.33,172.77,171.38,171.84,0,22434600,AAPL,AAPL,STK
2018-01-05 00:00:00+00:00,174.29,174.66,172.35,172.74,0,23660000,AAPL,AAPL,STK
2018-01-06 00:00:00+00:00,174.29,174.29,174.29,174.29,0,0,AAPL,AAPL,STK
2018-01-07 00:00:00+00:00,174.29,174.29,174.29,174.29,0,0,AAPL,AAPL,STK
2018-01-08 00:00:00+00:00,173.64,174.9,173.22,173.64,0,20567800,AAPL,AAPL,STK
2018-01-09 00:00:00+00:00,173.62,174.35,172.71,173.84,0,21584000,AAPL,AAPL,STK
2018-01-10 00:00:00+00:00,173.58,173.59,172.3,172.46,0,23959900,AAPL,AAPL,STK
2018-01-11 00:00:00+00:00,174.57,174.78,173.78,173.88,0,18667700,AAPL,AAPL,STK
2018-01-12 00:00:00+00:00,176.37,176.64,174.94,175.46,0,25418100,AAPL,AAPL,STK
2018-01-13 00:00:00+00:00,176.37,176.37,176.37,176.37,0,0,AAPL,AAPL,STK
2018-01-14 00:00:00+00:00,176.37,176.37,176.37,176.37,0,0,AAPL,AAPL,STK
2018-01-15 00:00:00+00:00,176.37,176.37,176.37,176.37,0,0,AAPL,AAPL,STK
2018-01-16 00:00:00+00:00,175.47,178.66,175.42,177.18,0,29565900,AAPL,AAPL,STK
2018-01-17 00:00:00+00:00,178.37,178.52,174.36,175.43,0,34386800,AAPL,AAPL,STK
2018-01-18 00:00:00+00:00,178.53,179.37,177.53,178.64,0,31193400,AAPL,AAPL,STK
2018-01-19 00:00:00+00:00,177.74,178.85,176.69,177.88,0,32425100,AAPL,AAPL,STK
2018-01-20 00:00:00+00:00,177.74,177.74,177.74,177.74,0,0,AAPL,AAPL,STK
2018-01-21 00:00:00+00:00,177.74,177.74,177.74,177.74,0,0,AAPL,AAPL,STK
2018-01-22 00:00:00+00:00,176.28,177.06,175.88,176.58,0,27108600,AAPL,AAPL,STK
2018-01-23 00:00:00+00:00,176.32,178.71,176.1,176.58,0,32689100,AAPL,AAPL,STK
2018-01-24 00:00:00+00:00,173.51,176.58,172.5,176.53,0,51105100,AAPL,AAPL,STK
2018-01-25 00:00:00+00:00,170.42,174.24,169.84,173.8,0,41529000,AAPL,AAPL,STK
2018-01-26 00:00:00+00:00,170.81,171.3,169.37,171.3,0,39143000,AAPL,AAPL,STK
2018-01-27 00:00:00+00:00,170.81,170.81,170.81,170.81,0,0,AAPL,AAPL,STK
2018-01-28 00:00:00+00:00,170.81,170.81,170.81,170.81,0,0,AAPL,AAPL,STK
2018-01-29 00:00:00+00:00,167.28,169.47,166.39,169.47,0,50640400,AAPL,AAPL,STK
2018-01-30 00:00:00+00:00,166.29,166.69,164.03,164.86,0,46048200,AAPL,AAPL,STK
2018-01-31 00:00:00+00:00,166.75,167.76,165.82,166.19,0,32478900,AAPL,AAPL,STK
2018-02-01 00:00:00+00:00,167.1,167.94,166.08,166.49,0,47230800,AAPL,AAPL,STK
2018-02-02 00:00:00+00:00,159.85,166.12,159.45,165.33,0,86593800,AAPL,AAPL,STK
2018-02-03 00:00:00+00:00,159.85,159.85,159.85,159.85,0,0,AAPL,AAPL,STK
2018-02-04 00:00:00+00:00,159.85,159.85,159.85,159.85,0,0,AAPL,AAPL,STK
2018-02-05 00:00:00+00:00,155.85,163.21,155.37,158.45,0,72738500,AAPL,AAPL,STK
2018-02-06 00:00:00+00:00,162.37,163.06,153.37,154.2,0,68243800,AAPL,AAPL,STK
2018-02-07 00:00:00+00:00,158.89,162.74,158.42,162.43,0,51608600,AAPL,AAPL,STK
2018-02-08 00:00:00+00:00,154.52,160.35,154.4,159.64,0,54390500,AAPL,AAPL,STK
2018-02-09 00:00:00+00:00,156.41,157.89,150.24,157.07,0,70672600,AAPL,AAPL,STK
2018-02-10 00:00:00+00:00,156.41,156.41,156.41,156.41,0,0,AAPL,AAPL,STK
2018-02-11 00:00:00+00:00,156.41,156.41,156.41,156.41,0,0,AAPL,AAPL,STK
2018-02-12 00:00:00+00:00,162.71,163.89,157.51,158.5,0,60819500,AAPL,AAPL,STK
2018-02-13 00:00:00+00:00,164.34,164.75,161.65,161.95,0,32549200,AAPL,AAPL,STK
2018-02-14 00:00:00+00:00,167.37,167.54,162.88,163.04,0,40644900,AAPL,AAPL,STK
2018-02-15 00:00:00+00:00,172.99,173.09,169.0,169.79,0,51147200,AAPL,AAPL,STK
2018-02-16 00:00:00+00:00,172.43,174.82,171.77,172.36,0,39963200,AAPL,AAPL,STK
