datetime,symbol,open,high,low,close,volume,symbol_group,asset_class,expiry
2018-01-30 00:00:00+00:00,AAPL,164.86,166.69,164.03,166.29,46048200,AAPL,STK,
2018-01-31 00:00:00+00:00,AAPL,166.19,167.76,165.82,166.75,32478900,AAPL,STK,
2018-02-01 00:00:00+00:00,AAPL,166.49,167.94,166.08,167.1,47230800,AAPL,STK,
2018-02-02 00:00:00+00:00,AAPL,165.33,166.12,159.45,159.85,86593800,AAPL,STK,
2018-02-05 00:00:00+00:00,AAPL,158.45,163.21,155.37,155.85,72738500,AAPL,STK,
2018-02-06 00:00:00+00:00,AAPL,154.2,163.06,153.37,162.37,68243800,AAPL,STK,
2018-02-07 00:00:00+00:00,AAPL,162.43,162.74,158.42,158.89,51608600,AAPL,STK,
2018-02-08 00:00:00+00:00,AAPL,159.64,160.35,154.4,154.52,54390500,AAPL,STK,
2018-02-09 00:00:00+00:00,AAPL,157.07,157.89,150.24,156.41,70672600,AAPL,STK,
2018-02-12 00:00:00+00:00,AAPL,158.5,163.89,157.51,162.71,60819500,AAPL,STK,
2018-02-13 00:00:00+00:00,AAPL,161.95,164.75,161.65,164.34,32549200,AAPL,STK,
2018-02-14 00:00:00+00:00,AAPL,163.04,167.54,162.88,167.37,40644900,AAPL,STK,
2018-02-15 00:00:00+00:00,AAPL,169.79,173.09,169.0,172.99,51147200,AAPL,STK,
2018-02-16 00:00:00+00:00,AAPL,172.36,174.82,171.77,172.43,39963200,AAPL,STK,
